Gene,rep_1,rep_2,rep_3,rep_4
Gm57229,81,74,79,75
Gm57231,0,0,0,0
Gm57232,0,0,0,0
Gm57233,0,0,0,0
Gm57234,0,0,0,0
Gm57235,0,0,0,0
Gm57236,0,0,0,0
Gm57238,0,0,0,0
Gm57239,0,0,0,0
Gm57240,0,0,0,0
Gm57241,0,0,0,0
Gm57242,20,24,4,35
Gm57243,0,0,0,0
Gm57244,100,100,100,100
Gm57245,0,0,0,0
Gm57246,0,0,0,0
Gm57249,50,50,53,51
Gm57252,0,0,0,0
Gm57253,86,87,82,79
Gm57255,12,24,21,8
Gm57256,100,100,100,100
Gm57257,64,54,58,63
Gm57259,100,100,100,100
Gm57261,100,100,100,100
Gm57262,0,0,0,0
Gm57263,0,0,0,0
Gm57264,0,0,0,0
Gm57265,100,100,100,100
Gm57269,0,0,0,0
Gm57270,0,0,0,0
Gm57271,0,0,0,0
Gm57272,100,100,100,100
Gm57273,100,100,100,100
Gm57275,0,0,0,0
Gm57276,0,0,0,0
Gm57279,0,0,0,0
Gm57280,78,69,76,78
Gm57283,94,63,66,53
Gm57284,100,100,100,100
Gm57286,0,0,0,0
Gm57287,0,0,0,0
Gm57291,0,0,0,0
Gm57292,100,100,100,100
Gm57294,0,0,0,0
Gm57295,93,94,94,93
Gm57297,0,0,0,0
Gm57298,100,100,100,100
Gm57299,0,0,0,0
Gm57301,0,0,0,0
Gm57302,0,0,0,0
Gm57303,26,39,45,52
Gm57304,28,21,21,32
Gm57305,67,57,42,60
Gm57306,0,0,0,0
Gm57307,0,0,0,0
Gm57309,23,33,26,14
Gm57313,0,0,0,0
Gm57315,63,70,72,75
Gm57316,0,0,0,0
Gm57317,0,0,0,0
Gm57319,0,0,0,0
Gm57320,0,0,0,0
Gm57322,0,0,0,0
Gm57323,0,0,0,0
Gm57324,100,100,100,100
Gm57325,0,0,0,0
Gm57327,89,88,90,91
Gm57328,0,0,0,0
Gm57330,100,100,100,100
Gm57331,62,67,74,49
Gm57332,41,51,40,40
Gm57333,86,82,84,88
Gm57335,100,100,100,100
Gm57337,71,73,76,77
Gm57339,0,0,0,0
Gm57340,100,100,100,100
Gm57341,38,47,51,55
Gm57342,0,0,0,0
Gm57343,0,0,0,0
Gm57344,100,100,100,100
Gm57345,0,0,0,0
Gm57346,0,0,0,0
Gm57347,0,0,0,0
Gm57348,51,59,65,60
Gm57349,41,37,30,40
Gm57350,100,100,100,100
Gm57351,100,100,100,100
Gm57352,100,100,100,100
Gm57353,0,0,0,0
Gm57354,0,0,0,0
Gm57355,100,100,100,100
Gm57356,0,0,0,0
Gm57357,100,100,100,100
Gm57362,77,77,78,84
Gm57364,0,0,0,0
Gm57365,0,0,0,0
Gm57367,0,0,0,0
Gm57368,0,0,0,0
Gm57370,84,86,79,82
Gm57371,100,100,100,100
Gm57372,100,100,100,100
Gm57374,0,0,0,0
Gm57375,32,17,27,23
Gm57376,0,0,0,0
Gm57377,100,100,100,100
Gm57378,0,0,0,0
Gm5738,0,0,0,0
Gm57381,0,0,0,0
Gm57383,0,0,0,0
Gm57385,78,83,81,79
Gm57386,80,66,63,87
Gm57387,0,0,0,0
Gm57388,100,100,100,100
Gm57389,100,100,100,100
Gm57390,0,0,0,0
Gm57392,0,0,0,0
Gm57393,11,29,36,6
Gm57394,100,100,100,100
Gm57395,0,0,0,0
Gm57396,0,0,0,0
Gm57397,0,0,0,0
Gm57398,100,100,100,100
Gm57399,0,0,0,0
Gm57400,0,0,0,0
Gm57401,0,0,0,0
Gm57402,0,0,0,0
Gm57403,76,80,74,81
Gm57404,77,75,76,79
Gm57405,100,100,100,100
Gm57406,11,28,18,13
Gm57408,100,100,100,100
Gm57409,73,71,67,69
Gm57410,0,0,0,0
Gm57411,0,0,0,0
Gm57412,82,92,72,75
Gm57413,28,33,41,35
Gm57415,0,0,0,0
Gm57417,0,0,0,0
Gm57420,0,0,0,0
Gm57421,18,30,32,30
Gm57422,100,100,100,100
Gm57425,0,0,0,0
Gm57426,0,0,0,0
Gm57427,0,0,0,0
Gm57428,100,100,100,100
Gm57430,0,0,0,0
Gm57432,0,0,0,0
Gm57433,100,100,100,100
Gm57434,50,38,37,43
Gm57435,0,0,0,0
Gm57438,0,0,0,0
Gm57439,100,100,100,100
Gm57443,0,0,0,0
Gm57446,0,0,0,0
Gm57450,15,17,16,16
Gm57455,30,22,34,35
Gm57457,0,0,0,0
Gm57458,0,0,0,0
Gm57459,0,0,0,0
Gm57460,0,0,0,0
Gm57461,100,100,100,100
Gm57462,0,0,0,0
Gm57463,0,0,0,0
Gm57464,0,0,0,0
Gm57465,0,0,0,0
Gm57467,0,0,0,0
Gm57468,0,0,0,0
Gm57470,0,0,0,0
Gm57472,0,0,0,0
Gm57473,0,0,0,0
Gm57474,0,0,0,0
Gm57475,0,0,0,0
Gm57476,0,0,0,0
Gm57477,0,0,0,0
Gm57479,0,0,0,0
Gm57488,0,0,0,0
Gm57504,96,94,96,91
Gm57587,96,92,93,88
Gm5763,100,100,100,100
Gm5778,0,0,0,0
Gm57787,100,100,100,100
Gm5781,0,0,0,0
Gm57852,98,98,98,98
Gm57854,63,66,64,64
Gm57857,98,98,98,98
Gm5786,0,0,0,0
Gm5791,0,0,0,0
Gm5796,0,0,0,0
Gm5805,0,0,0,0
Gm5809,0,0,0,0
Gm5814,0,0,0,0
Gm5815,0,0,0,0
Gm5817,79,78,79,80
Gm5819,0,0,0,0
Gm5820,100,100,100,100
Gm5822,0,0,0,0
Gm5823,0,0,0,0
Gm5826,0,0,0,0
Gm5828,0,0,0,0
Gm5829,0,0,0,0
Gm5835,0,0,0,0
Gm5841,0,0,0,0
Gm5844,0,0,0,0
Gm5854,0,0,0,0
Gm5855,0,0,0,0
Gm5857,0,0,0,0
Gm5860,100,100,100,100
Gm5866,0,0,0,0
Gm5869,0,0,0,0
Gm5874,0,0,0,0
Gm5881,0,0,0,0
Gm5884,0,0,0,0
Gm5886,100,100,100,100
Gm5898,0,0,0,0
Gm5905,0,0,0,0
Gm5909,0,0,0,0
Gm5913,0,0,0,0
Gm5914,52,54,66,58
Gm5915,0,0,0,0
Gm5917,0,0,0,0
Gm5920,0,0,0,0
Gm5921,0,0,0,0
Gm5922,0,0,0,0
Gm5931,0,0,0,0
Gm5953,0,0,0,0
Gm5963,0,0,0,0
Gm5966,0,0,0,0
Gm5970,0,0,0,0
Gm5977,39,32,46,51
Gm6012,0,0,0,0
Gm6013,0,0,0,0
Gm6023,0,0,0,0
Gm6028,0,0,0,0
Gm6030,0,0,0,0
Gm6034,100,100,100,100
Gm6035,0,0,0,0
Gm6054,0,0,0,0
Gm6055,0,0,0,0
Gm6058,0,0,0,0
Gm6063,0,0,0,0
Gm6065,0,0,0,0
Gm6069,35,21,17,35
Gm6085,0,0,0,0
Gm6108,0,0,0,0
Gm6119,0,0,0,0
Gm6123,0,0,0,0
Gm6125,0,0,0,0
Gm6136,0,0,0,0
Gm6139,0,0,0,0
Gm614,32,31,32,23
Gm6142,0,0,0,0
Gm6145,66,93,76,51
Gm6157,0,0,0,0
Gm6158,0,0,0,0
Gm6166,0,0,0,0
Gm6170,0,0,0,0
Gm6180,0,0,0,0
Gm6192,0,0,0,0
Gm6201,0,0,0,0
Gm6206,6,10,8,8
Gm6210,0,0,0,0
Gm6218,0,0,0,0
Gm6225,85,84,85,84
Gm6238,0,0,0,0
Gm6252,0,0,0,0
Gm6257,0,0,0,0
Gm6260,100,100,100,100
Gm6277,80,81,82,78
Gm6278,0,0,0,0
Gm6283,0,0,0,0
Gm6285,0,0,0,0
Gm6286,0,0,0,0
Gm6288,100,100,100,100
Gm6297,78,77,76,86
Gm6305,0,0,0,0
Gm6311,0,0,0,0
Gm6325,79,78,76,82
Gm6336,0,0,0,0
Gm6341,0,0,0,0
Gm6344,0,0,0,0
Gm6345,0,0,0,0
Gm6361,0,0,0,0
Gm6377,96,94,84,78
Gm6392,0,0,0,0
Gm6394,0,0,0,0
Gm6402,0,0,0,0
Gm6403,0,0,0,0
Gm6421,0,0,0,0
Gm6433,0,0,0,0
Gm6445,0,0,0,0
Gm6451,0,0,0,0
Gm6457,0,0,0,0
Gm6475,0,0,0,0
Gm6477,0,0,0,0
Gm6478,0,0,0,0
Gm6483,0,0,0,0
Gm6485,0,0,0,0
Gm6501,0,0,0,0
Gm6505,0,0,0,0
Gm6517,0,0,0,0
Gm6520,0,0,0,0
Gm6525,0,0,0,0
Gm6532,0,0,0,0
Gm6540,0,0,0,0
Gm6542,0,0,0,0
Gm6543,0,0,0,0
Gm6548,0,0,0,0
Gm6551,0,0,0,0
Gm6556,100,100,100,100
Gm6560,0,0,0,0
Gm6563,0,0,0,0
Gm6566,0,0,0,0
Gm6568,0,0,0,0
Gm6580,0,0,0,0
Gm6594,0,0,0,0
Gm6598,100,100,100,100
Gm6611,0,0,0,0
Gm6612,0,0,0,0
Gm6625,0,0,0,0
Gm6634,100,100,100,100
Gm6641,0,0,0,0
Gm6645,100,100,100,100
Gm6649,0,0,0,0
Gm6658,0,0,0,0
Gm6681,0,0,0,0
Gm6682,0,0,0,0
Gm6685,0,0,0,0
Gm6704,0,0,0,0
Gm671,16,23,13,24
Gm6710,100,100,100,100
Gm6712,89,91,89,90
Gm6722,0,0,0,0
Gm6728,0,0,0,0
Gm6733,0,0,0,0
Gm6736,0,0,0,0
Gm6740,0,0,0,0
Gm6741,0,0,0,0
Gm6745,0,0,0,0
Gm6767,0,0,0,0
Gm6789,0,0,0,0
Gm6807,0,0,0,0
Gm6813,0,0,0,0
Gm6850,0,0,0,0
Gm6863,0,0,0,0
Gm6871,63,43,52,50
Gm6877,0,0,0,0
Gm6878,100,100,100,100
Gm6934,0,0,0,0
Gm6939,0,0,0,0
Gm6969,0,0,0,0
Gm6983,0,0,0,0
Gm6988,0,0,0,0
Gm7004,0,0,0,0
Gm7008,100,100,100,100
Gm7027,0,0,0,0
Gm7042,0,0,0,0
Gm7045,0,0,0,0
Gm7049,0,0,0,0
Gm7059,0,0,0,0
Gm7061,0,0,0,0
Gm7065,0,0,0,0
Gm7072,93,93,92,93
Gm7091,0,0,0,0
Gm7105,0,0,0,0
Gm7107,0,0,0,0
Gm715,0,0,0,0
Gm7160,96,96,96,95
Gm7168,100,100,100,100
Gm7172,0,0,0,0
Gm7180,0,0,0,0
Gm7204,0,0,0,0
Gm7224,100,100,100,100
Gm7232,0,0,0,0
Gm7238,0,0,0,0
Gm7265,0,0,0,0
Gm7266,0,0,0,0
Gm7276,0,0,0,0
Gm7285,0,0,0,0
Gm7290,0,0,0,0
Gm7292,64,64,62,65
Gm7299,0,0,0,0
Gm7308,0,0,0,0
Gm7324,100,100,100,100
Gm7331,0,0,0,0
Gm7332,0,0,0,0
Gm7334,0,0,0,0
Gm7336,0,0,0,0
Gm7353,100,100,100,100
Gm7361,100,100,100,100
Gm7367,0,0,0,0
Gm7370,0,0,0,0
Gm7384,0,0,0,0
Gm7407,0,0,0,0
Gm7426,0,0,0,0
Gm7429,0,0,0,0
Gm7432,0,0,0,0
Gm7443,0,0,0,0
Gm7451,0,0,0,0
Gm7463,0,0,0,0
Gm7467,0,0,0,0
Gm7476,0,0,0,0
Gm7488,0,0,0,0
Gm7502,0,0,0,0
Gm7511,0,0,0,0
Gm7536,0,0,0,0
Gm7541,0,0,0,0
Gm7550,100,100,100,100
Gm7557,0,0,0,0
Gm7569,0,0,0,0
Gm7573,100,100,100,100
Gm7575,0,0,0,0
Gm7588,0,0,0,0
Gm7589,0,0,0,0
Gm7598,100,100,100,100
Gm7599,0,0,0,0
Gm7600,0,0,0,0
Gm7607,52,53,51,42
Gm7609,100,100,100,100
Gm7614,0,0,0,0
Gm7645,0,0,0,0
Gm7656,0,0,0,0
Gm7658,0,0,0,0
Gm7664,0,0,0,0
Gm7666,0,0,0,0
Gm7694,100,100,100,100
Gm7695,0,0,0,0
Gm7729,0,0,0,0
Gm7730,0,0,0,0
Gm7733,0,0,0,0
Gm7762,55,50,29,33
Gm7785,0,0,0,0
Gm7787,0,0,0,0
Gm7803,0,0,0,0
Gm7808,0,0,0,0
Gm7809,0,0,0,0
Gm7816,0,0,0,0
Gm7818,95,94,85,92
Gm7832,0,0,0,0
Gm7837,0,0,0,0
Gm7850,0,0,0,0
Gm7854,0,0,0,0
Gm7862,0,0,0,0
Gm7863,0,0,0,0
Gm7867,0,0,0,0
Gm7868,0,0,0,0
Gm7887,0,0,0,0
Gm7890,0,0,0,0
Gm7895,0,0,0,0
Gm7897,100,100,100,100
Gm7901,0,0,0,0
Gm7902,0,0,0,0
Gm7904,0,0,0,0
Gm7924,0,0,0,0
Gm7926,0,0,0,0
Gm7932,100,100,100,100
Gm7964,0,0,0,0
Gm7984,0,0,0,0
Gm7986,0,0,0,0
Gm7993,0,0,0,0
Gm8013,100,100,100,100
Gm8066,40,41,43,27
Gm807,0,0,0,0
Gm8098,69,65,78,66
Gm8108,100,100,100,100
Gm8116,0,0,0,0
Gm8128,0,0,0,0
Gm8130,0,0,0,0
Gm8162,0,0,0,0
Gm8170,0,0,0,0
Gm8172,0,0,0,0
Gm8173,59,67,70,74
Gm8184,0,0,0,0
Gm8185,0,0,0,0
Gm8186,0,0,0,0
Gm8188,0,0,0,0
Gm8189,0,0,0,0
Gm8203,0,0,0,0
Gm8210,0,0,0,0
Gm8213,0,0,0,0
Gm8226,0,0,0,0
Gm8234,0,0,0,0
Gm826,86,73,83,80
Gm8261,0,0,0,0
Gm8288,0,0,0,0
Gm8290,0,0,0,0
Gm8292,0,0,0,0
Gm830,100,100,100,100
Gm8319,0,0,0,0
Gm8337,0,0,0,0
Gm8341,0,0,0,0
Gm8355,0,0,0,0
Gm8369,50,41,54,66
Gm8378,72,74,81,62
Gm8396,0,0,0,0
Gm8399,0,0,0,0
Gm8407,0,0,0,0
Gm8451,0,0,0,0
Gm8494,0,0,0,0
Gm8539,0,0,0,0
Gm8545,0,0,0,0
Gm8566,0,0,0,0
Gm8618,0,0,0,0
Gm8623,0,0,0,0
Gm8663,0,0,0,0
Gm8666,0,0,0,0
Gm8669,0,0,0,0
Gm867,47,70,45,52
Gm8696,0,0,0,0
Gm8703,0,0,0,0
Gm8707,0,0,0,0
Gm8719,0,0,0,0
Gm8722,0,0,0,0
Gm8730,0,0,0,0
Gm8731,0,0,0,0
Gm8738,0,0,0,0
Gm8783,0,0,0,0
Gm8797,0,0,0,0
Gm8805,0,0,0,0
Gm8806,0,0,0,0
Gm8817,100,100,100,100
Gm8818,0,0,0,0
Gm8850,0,0,0,0
Gm8855,0,0,0,0
Gm8883,77,79,84,73
Gm8893,100,100,100,100
Gm8894,0,0,0,0
Gm8899,0,0,0,0
Gm8983,0,0,0,0
Gm9,100,100,100,100
Gm9017,0,0,0,0
Gm9027,0,0,0,0
Gm9054,100,100,100,100
Gm9057,0,0,0,0
Gm9104,0,0,0,0
Gm9118,0,0,0,0
Gm9157,0,0,0,0
Gm9234,0,0,0,0
Gm9256,0,0,0,0
Gm9260,100,100,100,100
Gm9266,0,0,0,0
Gm9269,0,0,0,0
Gm9276,0,0,0,0
Gm9294,0,0,0,0
Gm9347,0,0,0,0
Gm9357,0,0,0,0
Gm9364,0,0,0,0
Gm9385,0,0,0,0
Gm9396,0,0,0,0
Gm9402,0,0,0,0
Gm9403,0,0,0,0
Gm9416,0,0,0,0
Gm9419,0,0,0,0
Gm9432,0,0,0,0
Gm9442,0,0,0,0
Gm9449,0,0,0,0
Gm9465,33,24,28,41
Gm9484,0,0,0,0
Gm9493,0,0,0,0
Gm9502,0,0,0,0
Gm9512,0,0,0,0
Gm9517,0,0,0,0
Gm9520,100,100,100,100
Gm9525,0,0,0,0
Gm9530,100,100,100,100
Gm9531,0,0,0,0
Gm9616,0,0,0,0
Gm9619,0,0,0,0
Gm9625,0,0,0,0
Gm9626,0,0,0,0
Gm9694,0,0,0,0
Gm9701,0,0,0,0
Gm9722,0,0,0,0
Gm9726,0,0,0,0
Gm973,100,100,100,100
Gm9732,100,100,100,100
Gm9744,100,100,100,100
Gm9750,100,100,100,100
Gm9754,0,0,0,0
Gm9762,0,0,0,0
Gm9767,0,0,0,0
Gm9768,0,0,0,0
Gm9776,90,74,89,85
Gm9788,0,0,0,0
Gm9794,0,0,0,0
Gm9797,0,0,0,0
Gm9801,81,86,73,68
Gm9805,56,81,60,38
Gm9828,88,90,89,83
Gm9830,0,0,0,0
Gm9847,0,0,0,0
Gm9856,0,0,0,0
Gm9860,0,0,0,0
Gm9869,100,100,100,100
Gm9870,0,0,0,0
Gm9873,65,62,58,66
Gm9884,6,23,23,14
Gm9885,78,54,44,68
Gm9887,0,0,0,0
Gm9888,100,100,100,100
Gm9889,0,0,0,0
Gm9892,0,0,0,0
Gm9895,54,55,53,49
Gm9899,78,77,66,70
Gm9902,100,100,100,100
Gm9903,56,39,42,60
Gm9905,0,0,0,0
Gm9908,100,100,100,100
Gm9910,0,0,0,0
Gm9911,0,0,0,0
Gm9917,76,83,75,74
Gm9920,100,100,100,100
Gm9922,100,100,100,100
Gm9925,47,35,60,46
Gm9926,100,100,100,100
Gm9929,100,100,100,100
Gm9934,0,0,0,0
Gm9936,38,51,9,61
Gm9937,0,0,0,0
Gm9939,21,22,35,30
Gm9945,0,0,0,0
Gm9947,38,27,31,31
Gm9955,0,0,0,0
Gm9958,21,15,23,23
Gm9962,34,44,50,38
Gm9967,56,50,59,57
Gm9970,100,100,100,100
Gm9974,0,0,0,0
Gm9975,35,33,41,40
Gm9989,30,25,33,34
Gm9993,0,0,0,0
Gm9996,0,0,0,0
Gmcl1,93,92,93,93
Gmds,94,94,94,94
Gmeb1,91,91,92,92
Gmeb2,88,89,88,88
Gmfb,96,96,96,96
Gmfg,99,99,99,99
Gmfg-ps,0,0,0,0
Gmip,91,88,91,90
Gmnc,100,100,100,100
Gmnn,98,97,98,98
Gmppa,97,97,97,97
Gmppb,94,94,94,94
Gmpr,97,98,98,97
Gmpr2,93,92,92,92
Gmps,96,96,96,96
Gna11,96,96,96,96
Gna12,97,97,97,96
Gna13,94,94,95,94
Gna14,85,90,83,85
Gna15,95,90,93,96
Gnai1,97,97,97,97
Gnai2,99,99,99,99
Gnai3,97,97,97,97
Gnal,88,83,92,84
Gnao1,95,95,95,95
Gnaq,89,89,89,88
Gnas,100,100,100,100
Gnasas1,60,64,66,62
Gnat1,0,0,0,0
Gnat2,100,100,100,100
Gnat3,100,100,100,100
Gnaz,97,96,94,97
Gnb1,98,98,98,98
Gnb1l,92,92,92,89
Gnb2,98,98,99,98
Gnb3,100,100,100,100
Gnb4,97,97,97,97
Gnb5,92,96,97,91
Gne,97,97,97,97
Gng10,99,99,99,99
Gng11,99,95,99,98
Gng12,96,96,96,95
Gng13,86,92,92,96
Gng14,68,62,62,68
Gng2,95,96,97,95
Gng3,91,83,89,91
Gng4,69,58,77,75
Gng5,99,99,99,99
Gng7,95,94,95,92
Gng8,100,100,100,100
Gngt2,95,95,95,94
Gnl1,98,98,98,98
Gnl2,99,99,99,99
Gnl3,97,96,96,97
Gnl3l,98,99,98,98
Gnmt,84,85,80,84
Gnpat,96,96,97,96
Gnpda1,97,97,97,97
Gnpda2,97,97,97,97
Gnpnat1,98,98,98,98
Gnptab,97,97,97,97
Gnptg,97,97,97,97
Gnrh1,40,43,42,41
Gns,98,97,97,97
Golga1,96,96,95,95
Golga2,98,98,98,98
Golga3,97,96,97,96
Golga4,96,96,96,96
Golga5,97,97,96,96
Golga7,97,97,97,97
Golga7b,80,85,82,84
Golgb1,95,95,95,96
Golim4,95,95,94,95
Golm1,98,98,98,98
Golm2,99,99,98,98
Golph3,98,98,98,97
Golph3l,97,97,97,97
Golt1a,77,66,58,66
Golt1b,96,96,96,96
Gon4l,94,94,94,94
Gon7,96,96,97,96
Gopc,95,95,95,95
Gorab,89,88,90,89
Gorasp1,92,93,93,93
Gorasp2,98,98,98,98
Gosr1,97,97,97,97
Gosr2,98,98,98,98
Got1,98,98,98,98
Got1l1,73,71,76,66
Got2,99,99,99,99
Got2-ps1,0,0,0,0
Gp1ba,100,100,100,100
Gp1bb,100,100,100,100
Gp5,31,25,35,35
Gp6,100,100,100,100
Gp9,99,99,99,99
Gpa33,100,100,100,100
Gpaa1,97,98,98,98
Gpalpp1,96,96,96,96
Gpam,98,97,98,97
Gpank1,94,93,94,95
Gpat2,76,77,79,79
Gpat3,97,98,94,97
Gpat4,98,98,98,98
Gpatch1,97,97,96,97
Gpatch11,98,98,98,98
Gpatch2,93,92,92,92
Gpatch2l,94,93,94,93
Gpatch3,91,90,90,91
Gpatch4,86,87,87,87
Gpatch8,88,88,88,89
Gpbar1,0,0,0,0
Gpbp1,97,97,97,97
Gpbp1l1,96,96,95,96
Gpc1,96,96,97,96
Gpc2,94,93,93,95
Gpc3,99,99,99,98
Gpc4,96,96,96,96
Gpc5,47,57,56,59
Gpc6,91,89,90,88
Gpcpd1,94,94,94,93
Gpd1,90,94,94,93
Gpd1l,98,98,98,98
Gpd2,98,98,98,98
Gper1,85,82,87,87
Gphn,95,94,95,95
Gpi-ps,0,0,0,0
Gpi1,99,99,99,99
Gpihbp1,99,99,99,99
Gpkow,91,92,93,93
Gpld1,93,91,91,87
Gpm6a,93,93,93,97
Gpm6b,96,95,97,92
Gpn1,97,97,97,97
Gpn2,93,92,93,93
Gpn3,98,98,99,98
Gpnmb,91,95,93,95
Gpr101,100,100,100,100
Gpr107,97,97,97,97
Gpr108,97,97,97,97
Gpr12,55,77,61,88
Gpr132,72,70,54,72
Gpr135,0,0,0,0
Gpr137,91,90,91,91
Gpr137b,97,98,98,98
Gpr137b-ps,97,97,97,97
Gpr137c,90,90,90,90
Gpr139,75,80,79,84
Gpr141,67,58,71,70
Gpr141b,100,100,100,100
Gpr143,100,100,100,100
Gpr146,88,86,88,87
Gpr149,33,32,46,39
Gpr150,0,0,0,0
Gpr151,0,0,0,0
Gpr153,89,90,91,90
Gpr155,96,96,96,92
Gpr156,79,66,78,78
Gpr157,82,81,85,84
Gpr158,46,42,51,47
Gpr15lg,100,100,100,100
Gpr160,95,95,95,94
Gpr161,94,94,93,94
Gpr162,95,92,93,96
Gpr165,97,93,92,88
Gpr17,95,80,91,92
Gpr171,52,68,51,58
Gpr173,79,84,80,78
Gpr174,36,48,32,48
Gpr176,72,72,77,64
Gpr179,100,100,100,100
Gpr18,70,84,83,83
Gpr180,96,96,96,96
Gpr182,89,91,95,92
Gpr183,76,84,84,79
Gpr19,80,81,87,87
Gpr20,100,100,100,100
Gpr21,100,100,100,100
Gpr22,85,76,87,89
Gpr25,0,0,0,0
Gpr26,85,95,89,88
Gpr27,0,0,0,0
Gpr3,96,79,87,89
Gpr31b,0,0,0,0
Gpr34,91,88,91,85
Gpr35,71,71,72,67
Gpr37,83,88,87,74
Gpr37l1,76,93,84,88
Gpr39,70,61,69,64
Gpr4,87,83,81,86
Gpr45,78,86,83,86
Gpr50,88,98,92,98
Gpr52,0,0,0,0
Gpr55,87,82,75,77
Gpr6,89,90,89,94
Gpr61,75,96,92,81
Gpr62,0,0,0,0
Gpr63,56,55,66,63
Gpr65,93,91,93,92
Gpr68,84,86,86,77
Gpr75,72,70,79,76
Gpr82,100,100,100,100
Gpr83,72,43,62,52
Gpr84,100,100,100,100
Gpr85,92,91,95,90
Gpr87,100,100,100,100
Gpr88,96,95,84,96
Gpr89,97,97,97,97
Gprasp1,94,93,94,93
Gprasp2,92,90,93,94
Gprc5a,82,76,83,86
Gprc5b,97,96,97,97
Gprc5c,97,97,97,96
Gprc6a,100,100,100,100
Gprin1,92,89,91,91
Gprin2,89,95,91,93
Gprin3,83,84,85,82
Gps1,97,98,97,98
Gps2,92,92,92,92
Gpsm1,93,94,94,93
Gpsm2,97,97,97,97
Gpsm3,94,93,94,94
Gpt,87,89,87,89
Gpt2,97,98,98,98
Gpx1,99,99,100,99
Gpx2,100,100,100,100
Gpx2-ps1,0,0,0,0
Gpx3,99,99,99,98
Gpx4,100,100,100,100
Gpx6,100,100,100,100
Gpx7,97,98,97,97
Gpx8,97,97,97,97
Gramd1a,96,96,96,95
Gramd1b,96,97,97,96
Gramd1c,96,96,95,95
Gramd2a,84,87,92,88
Gramd2b,96,96,96,96
Gramd4,97,96,96,96
Grap,90,94,92,90
Grap2,91,85,82,85
Grb10,95,95,95,95
Grb14,96,96,93,96
Grb2,96,96,97,96
Grb7,93,84,84,86
Grcc10,100,100,100,100
Greb1,84,86,88,86
Greb1l,89,89,90,90
Grem1,100,100,100,100
Grem2,92,86,85,79
Grhl1,92,91,91,91
Grhl2,92,92,93,96
Grhl3,90,94,94,90
Grhpr,96,96,96,96
Gria1,55,54,59,52
Gria2,97,91,93,83
Gria3,93,89,94,94
Gria4,86,90,81,86
Grid1,64,80,72,68
Grid2,67,65,65,62
Grid2ip,100,100,100,100
Grifin,100,100,100,100
Grik1,39,37,55,38
Grik2,69,75,75,68
Grik3,85,85,86,84
Grik4,70,67,71,62
Grik5,95,95,94,94
Grin1,56,52,79,42
Grin1os,0,0,0,0
Grin2a,62,73,63,59
Grin2b,79,84,82,80
Grin2c,76,67,79,68
Grin2d,65,76,79,75
Grin3a,81,68,80,59
Grina,98,98,98,98
Grip1,75,70,73,65
Grip1os3,100,100,100,100
Grip2,89,86,86,89
Gripap1,97,97,97,97
Grk2,97,97,97,97
Grk3,97,97,96,96
Grk4,91,84,89,90
Grk5,93,93,92,92
Grk6,96,96,96,96
Grm1,44,45,52,39
Grm2,58,59,50,55
Grm3,51,50,58,46
Grm4,37,46,39,46
Grm5,50,55,56,54
Grm7,63,62,72,58
Grm8,72,64,68,61
Grn,98,98,98,98
Grp,100,100,100,100
Grpel1,95,95,96,95
Grpel2,82,81,82,80
Grpr,100,100,100,100
Grsf1,98,99,99,99
Grtp1,97,97,97,97
Grwd1,94,95,96,95
Gsap,96,96,96,91
Gsc,100,100,100,100
Gsdma,100,100,100,100
Gsdma3,76,84,81,76
Gsdmc,100,100,100,100
Gsdmd,92,92,92,91
Gsdme,90,91,88,90
Gse1,96,96,97,96
Gsg1,100,100,100,100
Gsg1l,72,74,87,78
Gsk3a,94,94,95,94
Gsk3b,94,94,95,95
Gskip,94,95,95,93
Gsn,100,100,100,100
Gspt1,97,97,97,97
Gspt2,85,89,89,88
Gsr,98,98,98,98
Gss,98,98,98,98
Gssos1,0,0,0,0
Gssos2,72,51,57,52
Gsta1,100,100,100,100
Gsta2,100,100,100,100
Gsta3,93,96,95,93
Gsta4,100,100,100,100
Gsta5,100,100,100,100
Gstcd,95,95,95,95
Gstk1,99,98,98,98
Gstm1,97,98,98,98
Gstm2,99,99,99,99
Gstm3,100,100,100,100
Gstm4,97,95,96,97
Gstm5,99,99,99,99
Gstm6,100,100,100,100
Gstm7,99,99,99,98
Gsto1,99,99,99,99
Gsto2,100,100,100,100
Gstp-ps,0,0,0,0
Gstp1,98,98,99,99
Gstp2,89,97,84,85
Gstp3,90,97,90,84
Gstt1,94,96,95,98
Gstt2,96,95,95,95
Gstt3,98,98,98,98
Gstz1,95,95,94,94
Gsx1,100,100,100,100
Gsx2,100,100,100,100
Gt(ROSA)26Sor,80,82,84,83
Gtdc1,97,96,96,96
Gtf2a1,90,90,90,90
Gtf2a1l,100,100,100,100
Gtf2a2,96,96,96,96
Gtf2b,97,97,97,97
Gtf2e1,96,95,96,95
Gtf2e2,96,96,96,95
Gtf2f1,98,98,98,98
Gtf2f2,96,96,96,96
Gtf2h1,97,97,97,97
Gtf2h2,97,97,97,97
Gtf2h3,98,98,98,98
Gtf2h4,97,97,98,97
Gtf2h5,97,97,97,97
Gtf2i,98,98,98,98
Gtf2ird1,95,95,95,95
Gtf2ird2,93,93,94,93
Gtf3a,96,96,96,96
Gtf3c1,96,96,96,96
Gtf3c2,94,94,94,94
